,id,factor_id,uuid,value,ghg_type,boundary,formula,description
206,1818431586052476930,1818431586027311104,3955155e-fe7b-45e1-b28c-08114b952cea,0.241,CO2,A4-A5,,
207,1818431586052476931,1818431586027311104,3955155e-fe7b-45e1-b28c-08114b952cea,0.241,Total,A4-A5,,
208,1818431586052476932,1818431586027311104,3955155e-fe7b-45e1-b28c-08114b952cea,2.5262,CO2,C1-C4,,
209,1818431586052476933,1818431586027311104,3955155e-fe7b-45e1-b28c-08114b952cea,2.5262,Total,C1-C4,,
210,1818431586052476934,1818431586027311104,3955155e-fe7b-45e1-b28c-08114b952cea,-0.826,CO2,D,,
211,1818431586052476935,1818431586027311104,3955155e-fe7b-45e1-b28c-08114b952cea,-0.826,Total,D,,
212,1818431649847840768,1818431649826869248,0edb7837-cf8e-477d-a630-ebe45054eece,0.954,CO2,A1-A3,,
213,1818431649847840769,1818431649826869248,0edb7837-cf8e-477d-a630-ebe45054eece,0.954,Total,A1-A3,,
214,1818431649847840770,1818431649826869248,0edb7837-cf8e-477d-a630-ebe45054eece,0.171151,CO2,A4-A5,,
215,1818431649847840771,1818431649826869248,0edb7837-cf8e-477d-a630-ebe45054eece,0.171151,Total,A4-A5,,
216,1818431649847840772,1818431649826869248,0edb7837-cf8e-477d-a630-ebe45054eece,-0.25,CO2,B1-B7,,
217,1818431649847840773,1818431649826869248,0edb7837-cf8e-477d-a630-ebe45054eece,-0.25,Total,B1-B7,,
218,1818431649847840774,1818431649826869248,0edb7837-cf8e-477d-a630-ebe45054eece,0.4704,CO2,C1-C4,,
219,1818431649847840775,1818431649826869248,0edb7837-cf8e-477d-a630-ebe45054eece,0.4704,Total,C1-C4,,
220,1818431649847840776,1818431649826869248,0edb7837-cf8e-477d-a630-ebe45054eece,-0.254,CO2,D,,
221,1818431649847840777,1818431649826869248,0edb7837-cf8e-477d-a630-ebe45054eece,-0.254,Total,D,,
222,1818431748372041728,1818431748338487296,53d83651-559d-4dc5-9b3f-a21b1df4c4fb,2.3,CO2,A1-A3,,
223,1818431748372041729,1818431748338487296,53d83651-559d-4dc5-9b3f-a21b1df4c4fb,2.3,Total,A1-A3,,
224,1818431748372041730,1818431748338487296,53d83651-559d-4dc5-9b3f-a21b1df4c4fb,0.249,CO2,A4-A5,,
225,1818431748372041731,1818431748338487296,53d83651-559d-4dc5-9b3f-a21b1df4c4fb,0.249,Total,A4-A5,,
226,1818431748372041732,1818431748338487296,53d83651-559d-4dc5-9b3f-a21b1df4c4fb,1.90413,CO2,C1-C4,,
227,1818431748372041733,1818431748338487296,53d83651-559d-4dc5-9b3f-a21b1df4c4fb,1.90413,Total,C1-C4,,
