id,factor_id,uuid,value,ghg_type,boundary,formula,description
1818423176997244935,1818423176980467712,102c8e2f-c12e-48f7-bf0e-8510c8a3153f,,Total,C1-C4,,
1818423176997244936,1818423176980467712,102c8e2f-c12e-48f7-bf0e-8510c8a3153f,,CO2,D,,
1818423176997244937,1818423176980467712,102c8e2f-c12e-48f7-bf0e-8510c8a3153f,,Total,D,,
1818423306165030912,1818423306144059392,9ed57fc6-fec5-4f8a-b505-edab785a5431,,CO2,A1-A3,,
1818423306165030913,1818423306144059392,9ed57fc6-fec5-4f8a-b505-edab785a5431,,Total,A1-A3,,
1818423306165030914,1818423306144059392,9ed57fc6-fec5-4f8a-b505-edab785a5431,,CO2,A4-A5,,
1818423306165030915,1818423306144059392,9ed57fc6-fec5-4f8a-b505-edab785a5431,,Total,A4-A5,,
1818423306165030916,1818423306144059392,9ed57fc6-fec5-4f8a-b505-edab785a5431,,CO2,B1-B7,,
1818423306165030917,1818423306144059392,9ed57fc6-fec5-4f8a-b505-edab785a5431,,Total,B1-B7,,
1818423306165030918,1818423306144059392,9ed57fc6-fec5-4f8a-b505-edab785a5431,,CO2,C1-C4,,
1818423306165030919,1818423306144059392,9ed57fc6-fec5-4f8a-b505-edab785a5431,,Total,C1-C4,,
1818423306165030920,1818423306144059392,9ed57fc6-fec5-4f8a-b505-edab785a5431,,CO2,D,,
1818423306165030921,1818423306144059392,9ed57fc6-fec5-4f8a-b505-edab785a5431,,Total,D,,
1818423368211369984,1818423368190398464,08e4a35c-0eb1-4f23-9fc1-3fcdc0bf7a3c,,CO2,A1-A3,,
1818423368211369985,1818423368190398464,08e4a35c-0eb1-4f23-9fc1-3fcdc0bf7a3c,,Total,A1-A3,,
1818423368211369986,1818423368190398464,08e4a35c-0eb1-4f23-9fc1-3fcdc0bf7a3c,,CO2,A4-A5,,
1818423368211369987,1818423368190398464,08e4a35c-0eb1-4f23-9fc1-3fcdc0bf7a3c,,Total,A4-A5,,
1818423368211369988,1818423368190398464,08e4a35c-0eb1-4f23-9fc1-3fcdc0bf7a3c,,CO2,B1-B7,,
1818423368211369989,1818423368190398464,08e4a35c-0eb1-4f23-9fc1-3fcdc0bf7a3c,,Total,B1-B7,,
1818423368211369990,1818423368190398464,08e4a35c-0eb1-4f23-9fc1-3fcdc0bf7a3c,,CO2,C1-C4,,
1818423368211369991,1818423368190398464,08e4a35c-0eb1-4f23-9fc1-3fcdc0bf7a3c,,Total,C1-C4,,
1818423368211369992,1818423368190398464,08e4a35c-0eb1-4f23-9fc1-3fcdc0bf7a3c,,CO2,D,,
